id,description,vendor,cwe_category,cwe_explanation,cause,impact,published,cvss_score,severity,source,description_without_punct,description_normalized,explanation
CVE-2018-20949,cPanel before 68.0.27 allows self XSS in WHM Apache Configuration Include Editor (SEC-385).,Apache,CWE-79,,,,2019-08-01T17:15:13.110,,,nvd,cpanel before 68027 allows self xss in whm apache configuration include editor sec385,cPanel before 68.0.27 allows self XSS in WHM Apache Configuration Include Editor (SEC-385).,
CVE-2018-20952,cPanel before 68.0.27 creates world-readable files during use of WHM Apache Includes Editor (SEC-388).,Apache,CWE-200,,,,2019-08-01T17:15:13.313,,,nvd,cpanel before 68027 creates worldreadable files during use of whm apache includes editor sec388,cPanel before 68.0.27 creates world-readable files during use of WHM Apache Includes Editor (SEC-388).,
CVE-2017-18412,cPanel before 67.9999.103 allows Apache HTTP Server log files to become world-readable because of mishandling on an account rename (SEC-296).,Apache,CWE-532,,,,2019-08-02T14:15:13.630,,,nvd,cpanel before 679999103 allows apache http server log files to become worldreadable because of mishandling on an account rename sec296,cPanel before 67.9999.103 allows Apache HTTP Server log files to become world-readable because of mishandling on an account rename (SEC-296).,
CVE-2017-18424,"In cPanel before 66.0.2, the Apache HTTP Server configuration file is changed to world-readable when rebuilt (SEC-274).",Apache,CWE-200,,,,2019-08-02T16:15:12.240,,,nvd,in cpanel before 6602 the apache http server configuration file is changed to worldreadable when rebuilt sec274,"In cPanel before 66.0.2, the Apache HTTP Server configuration file is changed to world-readable when rebuilt (SEC-274).",
CVE-2017-18428,"In cPanel before 66.0.2, Apache HTTP Server domlogs become temporarily world-readable during log processing (SEC-290).",Apache,CWE-200,,,,2019-08-02T16:15:12.537,,,nvd,in cpanel before 6602 apache http server domlogs become temporarily worldreadable during log processing sec290,"In cPanel before 66.0.2, Apache HTTP Server domlogs become temporarily world-readable during log processing (SEC-290).",
CVE-2017-18429,"In cPanel before 66.0.2, Apache HTTP Server SSL domain logs can persist on disk after an account termination (SEC-291).",Apache,CWE-254,,,,2019-08-02T16:15:12.617,3.3,LOW,nvd,in cpanel before 6602 apache http server ssl domain logs can persist on disk after an account termination sec291,"In cPanel before 66.0.2, Apache HTTP Server SSL domain logs can persist on disk after an account termination (SEC-291).",
CVE-2019-10088,A carefully crafted or corrupt zip file can cause an OOM in Apache Tika's RecursiveParserWrapper in versions 1.7-1.21. Users should upgrade to 1.22 or later.,Apache,CWE-770,,,,2019-08-02T19:15:11.717,,,nvd,a carefully crafted or corrupt zip file can cause an oom in apache tikas recursiveparserwrapper in versions 17121 users should upgrade to 122 or later,A carefully crafted or corrupt zip file can cause an OOM in Apache Tika's RecursiveParserWrapper in versions 1.7-1.21. Users should upgrade to 1.22 or later.,
CVE-2019-10093,"In Apache Tika 1.19 to 1.21, a carefully crafted 2003ml or 2006ml file could consume all available SAXParsers in the pool and lead to very long hangs. Apache Tika users should upgrade to 1.22 or later.",Apache,CWE-770,,,,2019-08-02T19:15:11.780,,,nvd,in apache tika 119 to 121 a carefully crafted 2003ml or 2006ml file could consume all available saxparsers in the pool and lead to very long hangs apache tika users should upgrade to 122 or later,"In Apache Tika 1.19 to 1.21, a carefully crafted 2003ml or 2006ml file could consume all available SAXParsers in the pool and lead to very long hangs. Apache Tika users should upgrade to 1.22 or later.",
CVE-2019-10094,"A carefully crafted package/compressed file that, when unzipped/uncompressed yields the same file (a quine), causes a StackOverflowError in Apache Tika's RecursiveParserWrapper in versions 1.7-1.21. Apache Tika users should upgrade to 1.22 or later.",Apache,CWE-770,,,,2019-08-02T19:15:11.857,,,nvd,a carefully crafted packagecompressed file that when unzippeduncompressed yields the same file a quine causes a stackoverflowerror in apache tikas recursiveparserwrapper in versions 17121 apache tika users should upgrade to 122 or later,"A carefully crafted package/compressed file that, when unzipped/uncompressed yields the same file (a quine), causes a StackOverflowError in Apache Tika's RecursiveParserWrapper in versions 1.7-1.21. Apache Tika users should upgrade to 1.22 or later.",
CVE-2016-10786,cPanel before 60.0.25 allows members of the nobody group to read Apache HTTP Server SSL keys (SEC-186).,Apache,CWE-200,,,,2019-08-06T13:15:11.903,,,nvd,cpanel before 60025 allows members of the nobody group to read apache http server ssl keys sec186,cPanel before 60.0.25 allows members of the nobody group to read Apache HTTP Server SSL keys (SEC-186).,
CVE-2016-10796,cPanel before 58.0.4 initially uses weak permissions for Apache HTTP Server log files (SEC-130).,Apache,CWE-275,,,,2019-08-06T14:15:11.753,,,nvd,cpanel before 5804 initially uses weak permissions for apache http server log files sec130,cPanel before 58.0.4 initially uses weak permissions for Apache HTTP Server log files (SEC-130).,
CVE-2019-12397,Policy import functionality in Apache Ranger 0.7.0 to 1.2.0 is vulnerable to a cross-site scripting issue. Upgrade to 2.0.0 or later version of Apache Ranger with the fix.,Apache,CWE-79,,,,2019-08-08T18:15:10.663,,,nvd,policy import functionality in apache ranger 070 to 120 is vulnerable to a crosssite scripting issue upgrade to 200 or later version of apache ranger with the fix,Policy import functionality in Apache Ranger 0.7.0 to 1.2.0 is vulnerable to a cross-site scripting issue. Upgrade to 2.0.0 or later version of Apache Ranger with the fix.,
CVE-2019-10086,"In Apache Commons Beanutils 1.9.2, a special BeanIntrospector class was added which allows suppressing the ability for an attacker to access the classloader via the class property available on all Java objects. We, however were not using this by default characteristic of the PropertyUtilsBean.",Apache,CWE-502,,,,2019-08-20T21:15:12.057,7.3,HIGH,nvd,in apache commons beanutils 192 a special beanintrospector class was added which allows suppressing the ability for an attacker to access the classloader via the class property available on all java objects we however were not using this by default characteristic of the propertyutilsbean,"In Apache Commons Beanutils 1.9.2, a special BeanIntrospector class was added which allows suppressing the ability for an attacker to access the classloader via the class property available on all Java objects. We, however were not using this by default characteristic of the PropertyUtilsBean.",
CVE-2019-12400,"In version 2.0.3 Apache Santuario XML Security for Java, a caching mechanism was introduced to speed up creating new XML documents using a static pool of DocumentBuilders. However, if some untrusted code can register a malicious implementation with the thread context class loader first, then this im",Apache,CWE-20,,,,2019-08-23T21:15:11.490,5.5,MEDIUM,nvd,in version 203 apache santuario xml security for java a caching mechanism was introduced to speed up creating new xml documents using a static pool of documentbuilders however if some untrusted code can register a malicious implementation with the thread context class loader first then this im,"In version 2.0.3 Apache Santuario XML Security for Java, a caching mechanism was introduced to speed up creating new XML documents using a static pool of DocumentBuilders. However, if some untrusted code can register a malicious implementation with the thread context class loader first, then this im",
CVE-2019-12402,The file name encoding algorithm used internally in Apache Commons Compress 1.15 to 1.18 can get into an infinite loop when faced with specially crafted inputs. This can lead to a denial of service attack if an attacker can choose the file names inside of an archive created by Compress.,Apache,CWE-835,,,,2019-08-30T09:15:17.910,7.5,HIGH,nvd,the file name encoding algorithm used internally in apache commons compress 115 to 118 can get into an infinite loop when faced with specially crafted inputs this can lead to a denial of service attack if an attacker can choose the file names inside of an archive created by compress,The file name encoding algorithm used internally in Apache Commons Compress 1.15 to 1.18 can get into an infinite loop when faced with specially crafted inputs. This can lead to a denial of service attack if an attacker can choose the file names inside of an archive created by Compress.,
CVE-2019-12405,"Improper authentication is possible in Apache Traffic Control versions 3.0.0 and 3.0.1 if LDAP is enabled for login in the Traffic Ops API component. Given a username for a user that can be authenticated via LDAP, it is possible to improperly authenticate as that user without that user's correct pas",Apache,CWE-287,,,,2019-09-09T17:15:13.033,9.8,CRITICAL,nvd,improper authentication is possible in apache traffic control versions 300 and 301 if ldap is enabled for login in the traffic ops api component given a username for a user that can be authenticated via ldap it is possible to improperly authenticate as that user without that users correct pas,"Improper authentication is possible in Apache Traffic Control versions 3.0.0 and 3.0.1 if LDAP is enabled for login in the Traffic Ops API component. Given a username for a user that can be authenticated via LDAP, it is possible to improperly authenticate as that user without that user's correct pas",
